zipcode,popu_ratio_white,popu_ratio_black,popu_ratio_asian,mid_age,jail,bachelorplus,highschool,employ,hh_ratio_married,meanic_fam
92707,0.52,0.01,0.09,29.2,0.02,0.16,0.56,0.74,0.49,70374.0
92708,0.51,0.0,0.37,43.82,0.01,0.4,0.88,0.73,0.63,114298.83
92728,0.57,0.01,0.26,47.1,0.0,0.4,0.88,0.79,0.54,90254.0
92780,0.47,0.03,0.15,35.81,0.01,0.32,0.82,0.78,0.51,88382.11
92782,0.58,0.01,0.33,40.6,-0.01,0.7,0.98,0.79,0.55,163736.0
92799,0.61,0.01,0.11,32.6,0.0,0.2,0.74,0.77,0.52,77328.0
92801,0.63,0.04,0.2,34.13,0.01,0.21,0.76,0.72,0.49,79970.3
92802,0.61,0.01,0.2,31.62,0.01,0.19,0.66,0.7,0.51,66913.0
92804,0.59,0.02,0.25,33.63,0.01,0.2,0.73,0.71,0.52,73319.82
92805,0.75,0.02,0.09,30.18,0.01,0.16,0.64,0.72,0.53,73520.78
92806,0.67,0.02,0.14,33.85,0.02,0.25,0.8,0.76,0.51,86029.0
92807,0.74,0.01,0.17,46.2,0.0,0.48,0.94,0.75,0.67,147582.25
92808,0.72,0.01,0.19,44.23,0.01,0.53,0.96,0.79,0.65,173012.33
92812,0.75,0.02,0.06,36.8,0.01,0.12,0.62,0.71,0.45,59644.0
92814,0.68,0.01,0.18,35.4,0.0,0.24,0.75,0.75,0.48,92047.0
92815,0.71,0.01,0.12,31.1,0.02,0.21,0.73,0.74,0.44,67727.0
92816,0.64,0.01,0.12,36.9,0.03,0.23,0.81,0.81,0.35,81659.0
92817,0.74,0.03,0.17,40.4,0.03,0.36,0.9,0.81,0.7,121640.0
92821,0.72,0.01,0.16,38.77,0.01,0.45,0.96,0.77,0.57,124757.33
92823,0.66,0.01,0.24,40.4,-0.0,0.59,0.96,0.81,0.56,141744.0
92831,0.68,0.02,0.21,36.01,0.01,0.46,0.91,0.75,0.47,109189.71
92832,0.64,0.05,0.09,31.77,0.01,0.27,0.74,0.73,0.46,91323.75
92833,0.5,0.02,0.28,36.08,0.01,0.33,0.85,0.75,0.59,94975.78
92834,0.67,0.03,0.09,30.8,0.01,0.22,0.78,0.74,0.45,73682.0
92835,0.66,0.02,0.17,40.45,0.02,0.43,0.91,0.74,0.54,116553.33
92838,0.58,0.0,0.35,56.9,0.01,0.57,0.96,0.69,0.62,210029.0
92840,0.51,0.01,0.33,38.19,0.01,0.21,0.75,0.74,0.56,95466.5
92841,0.52,0.02,0.32,37.9,0.01,0.21,0.79,0.71,0.53,85269.75
92843,0.27,0.01,0.43,36.66,0.01,0.15,0.65,0.72,0.58,69993.11
92844,0.34,0.01,0.51,38.36,0.01,0.21,0.72,0.71,0.53,66474.6
92845,0.72,0.01,0.19,45.73,0.01,0.37,0.91,0.76,0.62,136524.33
92856,0.8,0.01,0.03,30.2,0.01,0.33,0.82,0.72,0.36,90639.0
92859,0.79,0.0,0.1,38.6,0.01,0.3,0.84,0.74,0.64,124718.0
92860,0.74,0.06,0.05,39.2,0.02,0.19,0.84,0.62,0.58,122605.29
92861,0.65,0.02,0.26,50.45,0.0,0.55,0.92,0.7,0.7,188931.5
92863,0.86,0.0,0.04,40.3,0.02,0.31,0.78,0.69,0.46,86380.0
92865,0.76,0.01,0.12,35.12,0.02,0.34,0.86,0.74,0.6,118911.17
92866,0.72,0.01,0.05,34.5,0.02,0.31,0.81,0.81,0.36,100000.5
92867,0.74,0.02,0.11,37.6,0.01,0.41,0.85,0.75,0.61,130973.86
92868,0.53,0.04,0.18,31.75,0.02,0.16,0.68,0.57,0.45,63704.5
92869,0.77,0.01,0.11,41.84,0.02,0.42,0.89,0.75,0.64,140283.71
92870,0.7,0.02,0.18,39.73,0.01,0.39,0.85,0.77,0.61,117231.55
92878,0.6,0.01,0.05,30.8,0.05,0.09,0.51,0.65,0.47,49980.0
92879,0.64,0.06,0.11,34.91,0.02,0.19,0.78,0.71,0.51,74973.0
92880,0.63,0.06,0.13,35.64,0.01,0.26,0.86,0.74,0.67,114526.88
92881,0.68,0.06,0.15,35.57,0.03,0.37,0.92,0.74,0.74,138684.0
92882,0.7,0.04,0.09,35.5,0.01,0.26,0.84,0.72,0.59,96230.79
92883,0.65,0.05,0.11,39.6,0.0,0.3,0.86,0.68,0.63,107002.33
92886,0.77,0.01,0.16,42.32,0.01,0.5,0.96,0.78,0.72,158513.18
92887,0.69,0.02,0.21,40.7,0.01,0.56,0.96,0.73,0.71,166365.6
93013,0.76,0.01,0.03,45.62,0.01,0.36,0.83,0.77,0.52,130577.75
93101,0.75,0.02,0.04,36.31,0.02,0.41,0.81,0.79,0.33,104058.11
93103,0.79,0.01,0.04,43.9,0.01,0.46,0.85,0.8,0.53,145038.5
93105,0.82,0.01,0.04,45.78,0.02,0.55,0.93,0.79,0.47,129284.8
93106,0.43,0.03,0.31,19.6,0.0,0.76,0.96,0.62,0.5,103973.0
93108,0.88,0.01,0.03,48.62,0.01,0.68,0.97,0.7,0.5,266749.75
93109,0.74,0.02,0.04,30.95,0.0,0.45,0.83,0.76,0.39,101102.0
93110,0.8,0.0,0.05,47.4,0.01,0.58,0.96,0.71,0.62,181021.0
93111,0.83,0.03,0.05,43.2,0.03,0.44,0.89,0.72,0.52,128574.0
93116,0.57,0.05,0.07,31.9,0.03,0.26,0.81,0.81,0.27,72035.0
93117,0.72,0.02,0.1,35.1,0.02,0.48,0.89,0.72,0.43,111042.91
93203,0.9,0.0,0.0,25.4,0.02,0.03,0.37,0.62,0.58,42935.33
93204,0.45,0.01,0.0,24.9,0.02,0.02,0.38,0.66,0.51,42118.0
93205,0.94,0.0,0.0,48.6,0.02,0.11,0.83,0.46,0.39,56487.0
93210,0.6,0.04,0.02,31.6,0.01,0.13,0.69,0.67,0.48,76853.67
93212,0.81,0.04,0.0,28.77,0.02,0.05,0.57,0.57,0.44,44704.25
93215,0.79,0.01,0.11,26.92,0.02,0.07,0.52,0.67,0.54,49052.25
93219,0.68,0.0,0.24,33.3,0.01,0.12,0.61,0.74,0.63,61859.0
93225,0.9,0.0,0.03,40.45,-0.01,0.19,0.87,0.6,0.43,65986.0
93230,0.75,0.04,0.04,34.78,0.02,0.16,0.79,0.67,0.52,72140.85
93234,0.4,0.0,0.0,35.0,0.04,0.02,0.3,0.6,0.48,44786.0
93240,0.93,0.01,0.0,54.6,0.04,0.19,0.86,0.55,0.45,57927.0
93241,0.92,0.0,0.0,27.6,0.01,0.02,0.33,0.66,0.5,44253.5
93242,0.73,0.0,0.0,31.6,-0.0,0.05,0.62,0.61,0.55,60976.0
93243,0.94,0.0,0.02,44.8,0.01,0.16,0.9,0.6,0.63,94797.0
93245,0.56,0.06,0.05,29.48,0.03,0.15,0.76,0.67,0.46,68792.2
93250,0.82,0.02,0.04,28.23,0.01,0.05,0.48,0.58,0.67,50085.0
93251,0.93,0.01,0.0,22.7,0.0,0.03,0.46,0.68,0.65,46437.0
93263,0.81,0.04,0.01,29.02,0.02,0.08,0.57,0.52,0.59,74301.2
93268,0.89,0.01,0.02,29.88,0.01,0.06,0.73,0.59,0.45,60084.5
93280,0.82,0.03,0.01,26.3,0.01,0.04,0.53,0.61,0.55,48033.0
93287,0.96,0.0,0.01,59.1,0.01,0.22,0.93,0.55,0.42,79766.0
93301,0.55,0.27,0.03,30.9,0.04,0.05,0.64,0.61,0.22,39321.0
93304,0.66,0.09,0.04,31.49,0.01,0.15,0.73,0.67,0.42,62406.0
93305,0.68,0.07,0.02,28.95,0.02,0.09,0.68,0.55,0.31,45716.83
93306,0.8,0.03,0.03,30.92,0.02,0.16,0.77,0.66,0.51,72036.67
93307,0.71,0.06,0.01,27.15,0.02,0.04,0.51,0.59,0.49,43930.17
93308,0.86,0.02,0.03,38.54,0.01,0.2,0.88,0.63,0.44,77908.2
93309,0.71,0.09,0.04,31.18,0.01,0.19,0.83,0.69,0.39,69003.08
93311,0.76,0.03,0.09,38.18,0.01,0.3,0.83,0.61,0.63,121570.8
93312,0.79,0.02,0.06,36.78,0.01,0.32,0.94,0.72,0.63,122054.56
93313,0.64,0.07,0.12,29.95,0.01,0.17,0.8,0.72,0.63,87503.33
93314,0.77,0.02,0.1,34.36,0.01,0.34,0.91,0.74,0.7,131277.2
93385,0.58,0.08,0.01,24.8,0.01,0.02,0.47,0.53,0.27,29303.0
93388,0.79,0.05,0.0,33.9,0.02,0.11,0.76,0.49,0.24,59892.0
93389,0.76,0.06,0.02,66.1,0.01,0.28,0.9,0.77,0.42,75926.0
93390,0.71,0.08,0.1,25.8,0.03,0.55,0.98,0.79,0.35,145450.0
93401,0.84,0.01,0.05,36.23,0.01,0.49,0.93,0.72,0.39,113460.0
93402,0.88,0.0,0.04,47.07,0.0,0.4,0.92,0.71,0.56,98324.0
93403,0.82,0.03,0.09,36.2,0.01,0.48,0.91,0.75,0.42,106292.0
93405,0.84,0.04,0.05,24.17,-0.01,0.44,0.92,0.49,0.32,149778.0
93420,0.87,0.0,0.04,50.8,0.01,0.38,0.97,0.77,0.62,116825.0
93422,0.93,0.01,0.01,41.0,0.01,0.3,0.95,0.74,0.59,103832.0
93423,0.84,0.02,0.06,33.2,-0.0,0.28,0.9,0.78,0.4,85991.0
93426,0.87,0.04,0.01,26.3,0.02,0.25,0.82,0.44,0.55,89679.0
93427,0.75,0.07,0.03,42.3,0.01,0.24,0.93,0.74,0.6,102855.0
93428,0.89,0.0,0.02,54.1,0.01,0.36,0.89,0.75,0.59,111398.0
93429,0.66,0.08,0.05,23.7,0.0,0.38,0.96,0.38,0.83,72280.0
93430,0.96,0.0,0.03,56.0,-0.01,0.38,0.96,0.74,0.46,111857.0
93432,0.92,0.0,0.01,44.6,0.02,0.33,0.96,0.73,0.61,93233.0
93433,0.8,0.02,0.05,37.63,0.01,0.27,0.88,0.73,0.42,89610.67
93435,0.9,0.0,0.03,62.0,0.0,0.42,0.94,0.67,0.51,101247.0
93436,0.68,0.05,0.03,35.93,0.01,0.16,0.8,0.64,0.5,84518.09
93441,0.93,0.01,0.01,55.0,0.0,0.48,0.95,0.76,0.68,145822.0
93442,0.91,0.01,0.04,51.43,0.01,0.36,0.91,0.7,0.43,88097.33
93444,0.83,0.02,0.03,40.0,0.02,0.22,0.84,0.76,0.61,94843.0
93445,0.76,0.0,0.06,39.0,0.01,0.16,0.74,0.7,0.49,72304.0
93446,0.89,0.02,0.01,39.07,0.01,0.27,0.89,0.71,0.57,101481.5
93447,0.87,0.05,0.0,29.7,0.01,0.13,0.72,0.75,0.41,57678.0
93448,0.9,0.02,0.02,52.45,0.01,0.46,0.96,0.76,0.43,125558.5
93451,0.85,0.0,0.01,34.1,0.0,0.2,0.83,0.76,0.61,88229.0
93453,0.93,0.0,0.01,48.45,0.02,0.34,0.91,0.7,0.65,121936.5
93454,0.74,0.01,0.04,32.21,0.01,0.14,0.6,0.74,0.53,74142.0
93455,0.85,0.01,0.05,42.58,0.01,0.32,0.91,0.76,0.61,113929.38
93456,0.67,0.01,0.1,32.5,0.0,0.14,0.75,0.7,0.36,56135.0
93458,0.76,0.01,0.03,31.86,0.01,0.13,0.54,0.73,0.55,66490.4
93460,0.91,0.01,0.01,42.0,-0.03,0.23,0.82,0.62,0.65,78365.0
93464,0.87,0.0,0.02,46.0,0.0,0.42,0.91,0.82,0.52,112214.0
93465,0.93,0.01,0.01,49.0,0.0,0.41,0.96,0.69,0.7,123719.0
93501,0.69,0.13,0.03,40.3,0.01,0.05,0.68,0.2,0.5,58775.0
93502,0.54,0.25,0.0,31.6,0.03,0.09,0.75,0.52,0.37,44054.0
93505,0.58,0.23,0.03,31.6,0.02,0.13,0.81,0.52,0.39,60821.5
93510,0.69,0.01,0.05,39.45,0.03,0.3,0.82,0.64,0.63,116664.5
93514,0.85,0.01,0.02,47.72,0.03,0.29,0.91,0.72,0.51,91804.25
93516,0.76,0.07,0.02,39.2,0.02,0.17,0.87,0.56,0.51,67441.5
93524,0.78,0.09,0.02,23.5,0.02,0.46,0.99,0.28,0.92,78897.0
93526,0.71,0.0,0.02,47.8,0.0,0.2,0.88,0.69,0.41,71609.0
93529,0.88,0.0,0.01,50.9,-0.0,0.28,0.94,0.67,0.55,87828.0
93531,0.88,0.01,0.02,55.2,0.01,0.25,0.91,0.51,0.58,76796.5
93532,0.87,0.04,0.01,44.9,-0.01,0.22,0.92,0.64,0.6,111451.5
93534,0.64,0.21,0.03,32.7,0.02,0.13,0.79,0.54,0.47,59272.82
93535,0.62,0.23,0.03,30.5,0.02,0.12,0.81,0.57,0.44,57685.4
93536,0.71,0.12,0.05,38.75,0.02,0.21,0.88,0.64,0.57,89066.2
93539,0.62,0.22,0.05,38.5,0.03,0.16,0.82,0.59,0.25,40920.0
93543,0.46,0.11,0.01,30.05,0.01,0.07,0.64,0.59,0.57,66836.0
93544,0.5,0.12,0.01,33.3,0.03,0.09,0.75,0.48,0.61,54124.0
93546,0.85,0.01,0.03,32.4,0.06,0.34,0.82,0.88,0.38,96720.0
93550,0.4,0.12,0.03,31.04,0.02,0.11,0.69,0.61,0.48,61654.56
93551,0.59,0.09,0.06,38.07,0.01,0.24,0.85,0.68,0.59,100966.08
93552,0.52,0.08,0.02,34.24,0.02,0.1,0.7,0.62,0.58,68331.0
93553,0.62,0.06,0.0,47.6,0.01,0.2,0.78,0.54,0.48,93017.0
93555,0.79,0.06,0.04,38.41,0.01,0.23,0.88,0.62,0.44,80557.29
93560,0.71,0.1,0.02,34.9,0.03,0.16,0.83,0.57,0.53,76689.33
93561,0.91,0.02,0.01,37.63,0.01,0.18,0.91,0.69,0.52,86814.0
93584,0.47,0.42,0.05,32.3,0.01,0.08,0.79,0.43,0.19,32782.0
93586,0.69,0.15,0.07,34.6,0.02,0.23,0.88,0.63,0.59,74317.0
93590,0.51,0.16,0.05,29.7,0.02,0.13,0.79,0.63,0.31,42416.0
93591,0.71,0.02,0.01,54.0,0.03,0.09,0.57,0.57,0.39,56967.0
93601,0.88,0.0,0.01,52.0,0.01,0.18,0.87,0.6,0.59,81607.0
93602,0.9,0.0,0.03,46.9,0.03,0.26,0.9,0.65,0.63,102449.0
93604,0.98,0.0,0.01,59.2,0.01,0.17,0.94,0.56,0.71,70945.0
93606,0.75,0.01,0.06,34.3,-0.0,0.15,0.7,0.6,0.57,92957.0
93609,0.6,0.02,0.01,31.35,0.01,0.09,0.6,0.61,0.62,54971.0
93610,0.85,0.02,0.0,28.35,0.02,0.1,0.7,0.59,0.58,57305.0
93611,0.72,0.02,0.13,35.59,0.01,0.35,0.91,0.75,0.6,110145.17
93612,0.67,0.05,0.08,34.79,0.01,0.2,0.87,0.68,0.38,67411.71
93614,0.88,0.0,0.03,50.6,0.01,0.24,0.93,0.56,0.77,79224.0
93616,0.79,0.01,0.1,41.7,0.03,0.39,0.96,0.69,0.66,121556.0
93618,0.66,0.0,0.0,25.2,0.01,0.03,0.47,0.64,0.5,44244.0
93619,0.78,0.02,0.14,39.88,0.01,0.48,0.95,0.77,0.66,147329.25
93620,0.73,0.01,0.01,34.74,0.01,0.09,0.6,0.61,0.55,62600.4
93622,0.51,0.04,0.0,30.6,0.02,0.02,0.34,0.46,0.44,37945.0
93624,0.46,0.0,0.01,25.4,-0.06,0.02,0.27,0.59,0.45,28915.0
93625,0.77,0.0,0.06,32.4,0.01,0.1,0.66,0.62,0.6,63310.0
93626,0.8,0.01,0.11,49.6,-0.03,0.33,0.89,0.67,0.69,155879.0
93628,0.86,0.0,0.01,42.2,0.02,0.22,0.85,0.61,0.52,86808.0
93630,0.7,0.0,0.06,28.1,0.01,0.07,0.59,0.7,0.59,63298.5
93631,0.85,0.0,0.03,35.9,0.01,0.24,0.83,0.68,0.62,101926.67
93635,0.67,0.01,0.03,32.3,0.02,0.12,0.7,0.64,0.53,64746.2
93636,0.79,0.02,0.03,39.5,0.03,0.19,0.78,0.6,0.7,84658.0
93637,0.73,0.03,0.03,32.26,0.02,0.16,0.74,0.67,0.6,74529.8
93638,0.74,0.04,0.01,30.11,0.02,0.07,0.53,0.6,0.51,53903.75
93640,0.58,0.0,0.0,27.8,0.02,0.01,0.38,0.61,0.39,33313.0
93643,0.92,0.02,0.01,54.1,0.01,0.23,0.93,0.54,0.56,88940.0
93644,0.84,0.0,0.05,46.95,0.02,0.22,0.9,0.69,0.53,74929.0
93646,0.74,0.01,0.0,30.7,0.0,0.04,0.51,0.57,0.48,34224.0
93648,0.78,0.01,0.0,29.7,0.02,0.04,0.43,0.63,0.55,33334.0
93650,0.62,0.04,0.09,33.93,0.01,0.18,0.84,0.72,0.33,60252.33
93654,0.74,0.02,0.03,29.54,0.01,0.14,0.63,0.66,0.54,57356.0
93656,0.67,0.15,0.04,22.3,0.02,0.23,0.96,0.29,0.86,57217.0
93657,0.76,0.0,0.03,32.8,0.01,0.13,0.65,0.65,0.52,62323.83
93660,0.85,0.0,0.0,32.9,0.02,0.09,0.59,0.64,0.6,76667.0
93662,0.78,0.0,0.03,29.77,0.01,0.07,0.61,0.67,0.52,51849.75
93664,0.8,0.01,0.01,50.7,0.01,0.27,0.93,0.65,0.68,94992.0
93668,0.75,0.0,0.0,26.9,0.04,0.04,0.39,0.6,0.58,41204.0
93701,0.56,0.1,0.09,28.77,0.02,0.11,0.61,0.6,0.29,46166.5
93702,0.49,0.06,0.14,27.8,0.02,0.05,0.49,0.56,0.39,39238.69
93703,0.52,0.06,0.17,27.92,0.01,0.07,0.63,0.57,0.31,43822.6
93704,0.69,0.06,0.08,36.35,0.02,0.31,0.83,0.67,0.41,89574.0
93705,0.51,0.15,0.07,28.8,0.01,0.12,0.73,0.57,0.32,41355.0
93706,0.54,0.14,0.11,28.69,0.02,0.06,0.59,0.56,0.38,42472.78
93710,0.64,0.07,0.08,30.44,0.02,0.25,0.87,0.7,0.37,66089.0
93711,0.74,0.05,0.08,42.87,0.01,0.38,0.91,0.73,0.5,116594.17
93715,0.54,0.15,0.02,29.8,0.01,0.13,0.55,0.53,0.18,29434.0
93720,0.7,0.04,0.11,39.17,0.01,0.4,0.93,0.76,0.48,102061.38
93721,0.57,0.13,0.07,28.45,0.02,0.04,0.48,0.59,0.36,42200.5
93722,0.54,0.09,0.14,31.29,0.01,0.19,0.82,0.7,0.48,69394.5
93723,0.54,0.08,0.23,30.8,0.01,0.14,0.77,0.71,0.58,80658.5
93724,0.34,0.14,0.05,34.3,0.04,0.05,0.57,0.1,0.02,34087.0
93725,0.62,0.02,0.13,32.17,0.01,0.18,0.7,0.66,0.57,78375.88
93726,0.58,0.07,0.13,31.69,0.02,0.15,0.77,0.64,0.34,52671.0
93727,0.51,0.06,0.18,32.93,0.01,0.16,0.71,0.65,0.48,68046.5
93728,0.68,0.05,0.02,30.82,0.02,0.23,0.8,0.68,0.3,59938.0
93730,0.74,0.01,0.16,37.6,0.02,0.5,0.95,0.76,0.67,136300.5
93737,0.58,0.02,0.25,32.55,0.01,0.3,0.89,0.78,0.63,95491.0
93747,0.4,0.07,0.3,25.6,0.01,0.09,0.58,0.53,0.46,35594.0
93778,0.55,0.16,0.11,25.6,0.04,0.06,0.59,0.53,0.29,35191.0
93790,0.56,0.09,0.09,30.6,0.02,0.07,0.68,0.5,0.35,32287.0
93901,0.65,0.02,0.06,34.15,0.02,0.2,0.74,0.71,0.44,79334.62
93905,0.55,0.0,0.02,27.24,0.01,0.04,0.38,0.67,0.51,54048.9
93906,0.53,0.02,0.09,31.11,0.01,0.14,0.66,0.71,0.56,74786.0
93907,0.68,0.01,0.03,38.7,0.01,0.2,0.77,0.69,0.62,106623.0
93908,0.75,0.01,0.05,39.53,0.02,0.33,0.83,0.69,0.65,124630.83
93920,0.94,0.01,0.03,43.4,-0.01,0.43,0.92,0.78,0.44,92013.0
93923,0.91,0.0,0.03,58.3,0.01,0.62,0.97,0.71,0.5,175056.5
93924,0.9,0.01,0.02,55.3,0.0,0.45,0.93,0.73,0.57,140421.0
93926,0.76,0.0,0.03,28.5,0.02,0.13,0.58,0.74,0.72,85674.0
93927,0.63,0.01,0.0,28.78,0.02,0.08,0.5,0.64,0.58,68753.6
93930,0.64,0.01,0.01,28.75,0.02,0.03,0.41,0.64,0.5,46775.5
93933,0.53,0.08,0.17,37.08,0.01,0.34,0.87,0.73,0.41,81635.0
93940,0.8,0.02,0.08,41.48,0.01,0.55,0.94,0.63,0.53,138547.6
93942,0.73,0.09,0.09,42.3,0.0,0.54,0.94,0.74,0.25,122803.0
93943,0.73,0.08,0.1,40.1,-0.01,0.57,0.96,0.74,0.27,121992.0
93944,0.8,0.06,0.04,21.7,0.05,0.5,0.99,0.03,0.59,114583.0
93950,0.88,0.01,0.05,50.59,0.0,0.54,0.96,0.69,0.46,134471.14
93953,0.86,0.01,0.08,53.85,0.01,0.56,0.97,0.7,0.56,182353.5
93955,0.6,0.07,0.09,37.03,0.01,0.19,0.73,0.74,0.44,71025.67
93960,0.69,0.0,0.01,30.55,-0.0,0.09,0.47,0.64,0.57,61802.0
94002,0.68,0.01,0.22,43.1,0.01,0.63,0.96,0.79,0.63,222134.67
94005,0.46,0.05,0.31,44.7,0.0,0.49,0.92,0.77,0.52,149377.0
94010,0.67,0.01,0.2,40.37,0.02,0.64,0.97,0.79,0.56,229860.33
94011,0.64,0.01,0.22,38.05,0.0,0.67,0.97,0.83,0.41,169982.5
94014,0.25,0.04,0.5,39.57,0.01,0.3,0.81,0.78,0.51,103029.22
94015,0.23,0.03,0.6,40.11,0.01,0.4,0.89,0.78,0.53,114133.7
94019,0.84,0.0,0.05,46.1,0.0,0.58,0.93,0.76,0.62,216970.0
94021,0.87,0.01,0.01,47.0,-0.01,0.42,0.86,0.77,0.45,154909.0
94022,0.67,0.01,0.26,47.23,-0.01,0.79,0.97,0.69,0.65,306556.33
94024,0.56,0.0,0.37,46.73,-0.01,0.78,0.98,0.72,0.77,259604.0
94025,0.64,0.03,0.11,36.23,0.0,0.53,0.83,0.73,0.56,199483.25
94026,0.6,0.08,0.15,36.53,0.02,0.61,0.89,0.8,0.46,202529.33
94027,0.78,0.01,0.1,40.8,0.0,0.72,0.95,0.77,0.54,218491.0
94030,0.44,0.01,0.47,46.13,0.0,0.54,0.92,0.78,0.64,185999.17
94040,0.59,0.02,0.29,38.78,0.02,0.72,0.95,0.8,0.55,227222.33
94041,0.53,0.01,0.38,34.6,0.0,0.75,0.98,0.81,0.47,189030.0
94043,0.6,0.02,0.27,36.48,0.01,0.63,0.92,0.81,0.4,165416.5
94044,0.67,0.02,0.17,42.61,0.01,0.45,0.94,0.8,0.54,146094.33
94060,0.87,0.02,0.02,50.0,0.0,0.44,0.91,0.64,0.61,138173.0
94061,0.69,0.01,0.09,38.45,0.02,0.46,0.87,0.83,0.54,156912.5
94062,0.75,0.01,0.07,41.87,0.02,0.48,0.86,0.8,0.55,177830.86
94063,0.54,0.02,0.1,35.14,0.03,0.31,0.78,0.78,0.46,111901.0
94064,0.46,0.04,0.18,32.7,0.04,0.43,0.8,0.55,0.34,131769.0
94065,0.47,0.03,0.41,42.65,-0.0,0.71,0.98,0.81,0.57,208222.5
94066,0.47,0.01,0.32,39.32,0.01,0.42,0.9,0.81,0.52,121595.3
94070,0.79,0.01,0.14,41.99,0.01,0.68,0.98,0.8,0.6,234877.43
94080,0.33,0.02,0.43,40.7,0.01,0.34,0.86,0.8,0.57,121067.22
94083,0.37,0.03,0.21,35.45,0.01,0.22,0.77,0.77,0.46,94230.0
94085,0.5,0.02,0.32,32.13,0.0,0.45,0.81,0.8,0.49,117275.33
94086,0.45,0.02,0.42,33.73,0.01,0.56,0.87,0.77,0.47,138100.5
94087,0.45,0.01,0.46,39.06,0.01,0.7,0.96,0.77,0.65,193791.07
94088,0.33,0.02,0.59,32.9,0.02,0.8,0.97,0.78,0.53,156949.0
94089,0.45,0.07,0.35,35.54,-0.0,0.46,0.88,0.72,0.61,127787.8
94102,0.48,0.08,0.28,42.07,0.02,0.44,0.81,0.69,0.16,101102.22
94103,0.55,0.11,0.13,31.0,-0.01,0.61,0.92,0.73,0.22,118253.0
94107,0.54,0.08,0.24,38.27,0.01,0.69,0.94,0.77,0.32,210691.71
94108,0.36,0.02,0.54,43.3,0.01,0.47,0.75,0.79,0.26,108362.6
94109,0.61,0.04,0.27,37.16,-0.01,0.67,0.91,0.82,0.23,167493.92
94110,0.59,0.03,0.14,37.24,0.01,0.57,0.88,0.81,0.35,163116.33
94111,0.47,0.01,0.45,42.35,0.0,0.59,0.83,0.78,0.32,173064.5
94112,0.23,0.05,0.51,41.63,0.01,0.31,0.79,0.74,0.51,109091.28
